program_specialty_id,program_id,acgme_id,program_name,institution,state,specialty,research_depth,paid_work_class,exact_missing_depth_domains,missing_high_value_domains,student_value_priority,img_do_visa_relevance,recommended_provider,validation_route,observed_cost_low_usd,observed_cost_expected_usd,observed_cost_high_usd,priority_score
rise_ps_a1a3c9bc-3212-535a-a2f1-3b6bb8ff7b5a,rise_prg_3b7df0fd-f96a-5d4d-88f1-9e53aba96e25,1400121020,Baptist Health Program,Baptist Health,AL,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_900fab6a-b70f-5198-b074-f2a5c13a8eae,rise_prg_79d71eb3-5cab-5083-ab0b-c37f5de2b8ca,1400121022,University of Alabama Medical Center (Birmingham) Program,University of Alabama Hospital,AL,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_7381b348-8f23-599a-b880-ac09e968bc46,rise_prg_046f260f-dc02-5c35-97f2-5e78a4dad8a4,1400121447,University of Alabama Medical Center (Montgomery) Program,University of Alabama Hospital,AL,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_97a42f6e-d161-5db3-88e7-fc60b4ff2ceb,rise_prg_5c133cbb-0b1f-5ca0-b85b-60e356267742,1400300003,TMC Health Medical Education Program Inc (THMEP) Program,TMC Health Medical Education Program Inc (THMEP),AZ,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_4bc99d88-2016-52c3-9b5b-173005021eb9,rise_prg_e0870db4-5bcb-5528-83e8-b31318a35b4d,1400300004,Health Education Services/Northwest Healthcare (Tucson) Program,Health Education Services,AZ,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_1808883a-3327-5607-83a4-e6c6c3d822a1,rise_prg_e2eae8db-ed51-5a1d-b18c-5814b936f325,1400300539,Midwestern University GME Consortium/Verde Valley Program,Midwestern University GME Consortium,AZ,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_45b9732a-c76f-5429-8ce9-20b31f6ee471,rise_prg_e6d08bf2-7d04-55f9-90a9-851892414ab6,1400300540,Midwestern University GME Consortium/Canyon Vista Program,Midwestern University GME Consortium,AZ,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_c7ea1308-eb6b-5f15-8faf-051bbd1610f9,rise_prg_ac8640fd-3812-532a-8bf6-2f075bd82f77,1400311027,Creighton University School of Medicine Program,Creighton University School of Medicine,AZ,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_76cf3fa9-ead5-57f5-a33f-2bec407879fa,rise_prg_9b1f21c0-253e-56d5-9a72-a0ec20e5c2c3,1400321025,University of Arizona College of Medicine-Phoenix Program,University of Arizona College of Medicine-Phoenix,AZ,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_bdd7ca6a-9db7-547f-a9ac-9d60a75b122f,rise_prg_f8458e5d-de59-5a5c-9655-5d02e2f6ed37,1400321029,University of Arizona College of Medicine-Tucson Program,University of Arizona College of Medicine-Tucson,AZ,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_3532f3f2-cfcf-5fcf-822c-d37e8c2a1ac6,rise_prg_c2b81009-44df-5758-b1c2-823d2c2164e4,1400321512,Mayo Clinic College of Medicine and Science (Scottsdale) Program,Mayo Clinic College of Medicine and Science,AZ,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_a2fcc661-9277-5942-8113-1e5b48cc261d,rise_prg_15d6b4ba-3b1a-53a3-9758-b411da4f3843,1400400002,Arkansas College of Osteopathic Medicine/Mercy Program,Arkansas College of Osteopathic Medicine,AR,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_5c0ecfb0-caba-537d-9f43-048c881248b1,rise_prg_3ee96c4b-f03d-5a27-8d86-5218fcb55d41,1400400541,St Bernards Medical Center Program,St Bernards Medical Center,AR,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_490100ce-a9cf-53cf-b020-8042315dcdb1,rise_prg_2c44bc65-b5dc-5992-9f93-d3ee60dc274a,1400400925,White River Health System Program,White River Health System,AR,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_208f6f1e-bbfb-57f7-bad7-c4404c474557,rise_prg_6902d815-5900-5722-a633-e9f6f75abda3,1400400927,Unity Health-White County Medical Center Program,Unity Health-White County Medical Center,AR,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_45cc2cde-869d-54b0-8b94-7f72a1f96a9d,rise_prg_e6a7ffe9-707b-517f-bac1-40cf72d231b1,1400500001,University of California Riverside School of Medicine/St Bernardine Medical Center-Dignity Health Program,University of California Riverside School of Medicine,CA,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_e39dd21d-b000-5734-a288-f5cd61234e67,rise_prg_a5283851-1ab0-5088-bdf8-eb079fc8ef5f,1400500933,Sierra View Medical Center Program,Sierra View Medical Center,CA,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_b5864ebd-d013-5c79-9b8e-5314e8b37498,rise_prg_f8f66b81-b9cb-5568-bcae-9eb9f84de9dd,1400512069,San Joaquin General Hospital Program,San Joaquin General Hospital,CA,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_a622c7d6-dc82-5acb-8cb4-cf3cd2505620,rise_prg_7fca2bc8-108e-5de3-a034-a6a94ddd881e,1400700074,Parkview Medical Center Program,Parkview Medical Center,CO,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_942ef38d-0f35-55e6-83d3-202ecc62d08f,rise_prg_46893fa4-644c-5262-b8a2-d25c3e92ee8a,1400700075,HCA HealthOne/Sky Ridge Medical Center Program,HCA HealthOne,CO,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_167857c2-dd94-5f52-9687-0c76c7cb5e18,rise_prg_f0a96830-3575-5dec-95ef-ac34a6e26057,1400721073,University of Colorado Program,University of Colorado School of Medicine,CO,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_cd652c6a-c514-5206-a866-886f19f50032,rise_prg_7230b602-044b-5caf-95a2-188577979876,1400731072,Saint Joseph Hospital Program,St Joseph Hospital Inc,CO,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_8a8837f6-c4f3-5dc9-9a9f-3869e8cba668,rise_prg_d68c3fd6-8d62-5f0c-9d23-c2bed7c4989c,1400800908,Connecticut Institute for Communities Health Program,Connecticut Institute for Communities Health,CT,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_b00a8ff1-a709-5829-8664-e32fe978c8ad,rise_prg_b9d28b87-9f94-59a6-8ce2-6329c2a9c6ad,1400800910,University of Connecticut (Waterbury) Program,Yale-New Haven Hospital,CT,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_7ff47330-f1e2-5983-8c05-e2be61ea9952,rise_prg_b1c1b99b-7066-58f8-b7f1-c14e02f910cf,1400811075,Quinnipiac University Frank H Netter MD School of Medicine/St Vincent's Medical Center Program,Quinnipiac University Frank H Netter MD School of Medicine,CT,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_b37743da-f7a1-5dab-8a04-012dcfb9a736,rise_prg_62905a33-7100-5515-8b02-2de05ab9b47e,1400811076,Nuvance Health Consortium (Danbury Hospital) Program,Danbury Hospital,CT,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_73f2278c-13ea-5b50-9e21-620ec8942a40,rise_prg_2f7de0ab-9cb2-534e-8a73-51b26368cb1a,1400813530,St Mary's Hospital (Waterbury) Program,St Mary's Hospital,CT,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_bc0c3595-0d6e-5bc8-870f-17075bbd1820,rise_prg_544e8e30-05ee-5f78-9081-1a0c04f18f71,1400821085,Yale-New Haven Medical Center Program,Yale-New Haven Hospital,CT,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_6e338e43-d8e9-5c93-91d6-92f25fa71d92,rise_prg_4e530202-4c3f-5261-93d7-e65182eb6a2b,1400831078,University of Connecticut Program,University of Connecticut School of Medicine,CT,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_08c14cee-c1bd-562f-9a95-13c2695cce79,rise_prg_14ae7e5e-dde5-50dc-994a-97c3722b0f14,1400900091,Bayhealth Medical Center Program,Bayhealth Medical Center,DE,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_e02896d7-3a6c-5f31-a572-d750ab739594,rise_prg_b903c53f-1a53-5806-bd75-f4825bcd37fd,1400911090,Sidney Kimmel Medical College at Thomas Jefferson University/Christiana Care Health Services Program,Sidney Kimmel Medical College at Thomas Jefferson University,DE,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_d9332236-b028-5e29-8788-ac739d088dfd,rise_prg_2dbd9a51-570c-584f-b41d-8268c575eb95,1401021091,MedStar Health Georgetown University/Georgetown Hospital Program,MedStar Health Georgetown University,DC,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_f89ec8c3-db4c-55c0-ae95-f69b2aacd1a6,rise_prg_321ce9a8-bef4-5e2c-93a7-f4011a145568,1401121104,University of South Florida Morsani Program,University of South Florida Morsani College of Medicine,FL,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_e918aff0-ae7b-5f86-b01c-7e782e777a76,rise_prg_6cf99044-7d29-52e0-97fd-25c74308914c,1401200004,Wellstar Health System Spalding Program,Wellstar Health System,GA,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_d7c821a0-89a7-578e-8869-f245704baeb8,rise_prg_4677b970-a737-58a7-b801-ad3b6ec6b1f8,1401200931,Piedmont Macon Medical Center Program,Piedmont Macon Medical Center,GA,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_f74ac331-c37c-59e4-a31f-f93c2545f4cc,rise_prg_b42b775f-6df7-5765-8a5e-3defaf3b305a,1401421109,University of Hawaii Program,University of Hawaii John A Burns School of Medicine,HI,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_2f421188-560f-5949-9456-0a1de52470a7,rise_prg_c550f048-c55c-5482-a0b8-529a4454f29f,1401700002,Parkview Health Program,Parkview Health,IN,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_41715ad8-9690-5a57-a7ac-74911a1bd6d7,rise_prg_5da1f280-881f-5db3-bc4a-84e0da947030,1401711135,Ascension St Vincent Hospital Indianapolis Program,Ascension St Vincent Hospital Indianapolis,IN,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_792f8824-edad-5f8c-b17c-921eaf1854ff,rise_prg_23908c96-2a60-5adc-a972-fbf9db3ce83b,1401711136,Indiana University School of Medicine/Ball Memorial Program,Indiana University School of Medicine,IN,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_9c74db6c-02dc-5937-8951-790b6fa76ee5,rise_prg_38dc23fc-eb3d-5e00-bdc2-ef7a437b6e5e,1401721133,Indiana University School of Medicine Program,Indiana University School of Medicine,IN,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_49281986-ea20-5c41-bd03-a199a2b99b06,rise_prg_2ae40b1c-e5e9-52c5-b7b7-ef0acf64f34b,1401800139,MercyOne Des Moines/PHC Consortium Program,MercyOne Des Moines/PHC Consortium,IA,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_5474d355-9d17-5397-9cc2-7efec3ae162f,rise_prg_796467af-ee5a-5a44-8ccf-35166f0d24a5,1401800140,MercyOne North Iowa Medical Center Program,MercyOne North Iowa Medical Center,IA,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_ca9932de-30c7-5781-b699-21ebf60da30a,rise_prg_9b1cda20-88b3-51c3-98c5-45150678f4a9,1401831137,University of Iowa (Des Moines) Program,Central Iowa Health System (Iowa Methodist/Iowa Lutheran),IA,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_c7985576-83b3-528d-89d8-294822fc45a6,rise_prg_ac0beb0f-8993-5394-a4fc-f276308beb7d,1401921139,University of Kansas School of Medicine Program,University of Kansas School of Medicine,KS,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_0f6c551e-4a9d-595d-a523-14f9f521d0d2,rise_prg_9f1736ac-0c93-5137-b921-5eb8c2582be5,1401921140,University of Kansas (Wichita) Program,University of Kansas School of Medicine (Wichita),KS,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_a2c0ad1a-7dd3-5d24-97a5-afa6b2c802bc,rise_prg_3c50d10c-fc5b-59f5-a53f-ccd3b73b658b,1402000144,University of Kentucky College of Medicine (Bowling Green) Program,University of Kentucky College of Medicine,KY,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_fdb7cf03-1494-5f89-9aec-7b23455e5e72,rise_prg_27d1c00b-e3a2-5e07-be75-b561267963ce,1402021141,University of Kentucky College of Medicine Program,University of Kentucky College of Medicine,KY,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_2ee86720-e761-5e38-887a-79f8dea60ee1,rise_prg_7107f580-d2ac-51a9-bc79-66ee5d052f7d,1402100001,Willis-Knighton Health System Program,Willis-Knighton Health System,LA,Internal Medicine,BASIC,DELTA_MEDIUM,residentRoster|leadership|boardPerformance|fellowshipOutcomes,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
