program_specialty_id,program_id,acgme_id,program_name,institution,state,specialty,research_depth,research_state,approved_domain_count,approved_research_fields,pending_research_fields,approved_source_claims,conflict_claims,researched_not_found_claims,insufficient_evidence_claims,available_high_value_domains,missing_high_value_domains,exact_missing_depth_domains,missing_domain_count,no_more_research,paid_work_class,student_value_priority,img_do_visa_relevance,recommended_provider,validation_route,observed_cost_low_usd,observed_cost_expected_usd,observed_cost_high_usd,priority_score
rise_ps_aa78812c-f0b3-5447-b34f-e9d6c2e096f7,rise_prg_0b8bee74-887f-56b6-bac8-01867d69741d,1204811309,Texas Tech University HSC El Paso Program,Texas Tech University HSC El Paso,TX,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_e97cee5f-900f-5708-9231-7ddfeaf6aabb,rise_prg_d5bfe357-2578-5887-ad86-eeb67b9fb440,1204800727,Texas Tech University HSC El Paso/Hospitals of Providence Transmountain Campus Program,Texas Tech University HSC El Paso,TX,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_38cd18c6-b210-5388-90e0-bbefadafbca4,rise_prg_abf4eb27-f0ec-5251-bdfe-dea65a826f11,1204800721,Texoma Medical Center Program,Texoma Medical Center,TX,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.caribbean_accessibility|research.do_accessibility|research.img_accessibility|research.leadership|research.resident_roster,,7,0,6,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce|visa,IMG|DO,NONE,NONE,,,,53
rise_ps_3e70aa34-fa56-52fc-9aa8-48c90fe2ae10,rise_prg_29c509a4-880c-56df-abc5-7e295c7c18b5,1203811237,The MetroHealth System/Case Western Reserve University Program,The MetroHealth System/Case Western Reserve University,OH,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,yog|visa|resident_composition|deadline,step2|comlex|attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,9,NO,DELTA_MEDIUM,Missing applicant gates: step2|comlex|attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,79
rise_ps_21bd18c3-5a31-5329-b4e8-5aa15c2e570d,rise_prg_9f198c95-723a-561f-bf41-0927cd534eb6,1202900720,The University of Montana Program,The University of Montana,MT,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_82e3bac9-dd35-56dd-a67f-c76aa0b10d34,rise_prg_203db1cc-a498-5df0-a402-faccb4152edb,1204300001,Thundermist Health Center of Woonsocket Program,450 Clinton St,RI,Family Medicine,BASIC,NOT_YET_RESEARCHED,4,,,0,0,0,0,,step2|comlex|attempts|yog|usce|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes|applicationRequirements|residentComposition,13,NO,FULL,Missing applicant gates: step2|comlex|attempts|yog|usce|visa|deadline,UNKNOWN,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,100
rise_ps_09ea8cf0-578c-52c0-976a-69f32f22ddd6,rise_prg_78ff1ea7-53a9-54d2-906a-76a84e9c8940,1202300001,TidalHealth Program,TidalHealth,MD,Family Medicine,ENRICHED,VERIFIED_RESEARCH,8,research.leadership,,1,0,0,0,step2|comlex|yog|visa|leadership,attempts|usce|resident_roster|resident_medical_school|resident_composition|deadline|fellowships_outcomes|why_this_program,residentRoster|boardPerformance|fellowshipOutcomes|residentComposition,8,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|deadline,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,62
rise_ps_86c3075b-7b71-505d-928c-6ce6d2b09376,rise_prg_23c794ef-70ca-5e70-b95b-36f3d4508c5b,1204500670,Tidelands Health Program,Tidelands Health,SC,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_d5701980-01c6-5e18-8d0d-fc0380ec9ae6,rise_prg_9c8fde29-9375-5ffd-9234-fbc3d85e6617,1204112281,Tower Health/Reading Hospital Program,Tower Health,PA,Family Medicine,DEEP,VERIFIED_RESEARCH,10,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|fellowships_outcomes|why_this_program,boardPerformance|fellowshipOutcomes,4,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,41
rise_ps_94bd417e-977c-5d27-97a1-cabbc9cbe65b,rise_prg_f7149dab-ac63-5b1c-9e50-faad635e23f0,1203821474,TriHealth (Bethesda North Hospital) Program,TriHealth,OH,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_bcdcf056-3adc-5d33-b12e-52d632c8edf8,rise_prg_fa7d4d42-1369-5418-84f9-ecb69c105b5f,1202521167,Trinity Health Grand Rapids Program,Trinity Health Grand Rapids,MI,Family Medicine,DEEP,VERIFIED_RESEARCH,11,research.caribbean_accessibility|research.do_accessibility|research.fellowship_inventory|research.img_accessibility|research.leadership|research.resident_roster|research.visa,,9,0,3,1,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline|fellowships_outcomes,attempts|usce|why_this_program,boardPerformance,3,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,38
rise_ps_86cdf4ff-b27e-5e1d-bab3-45e15fa88015,rise_prg_212d8c63-a8f8-5f70-b1f2-c48816ce59d1,1202521690,Trinity Health Livingston Hospital Program,Trinity Health Livingston Hospital,MI,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_22cdb356-a01e-551e-8051-9d4494f24b0c,rise_prg_efc7976d-19e5-5498-84cb-1b84c2b05bc2,1202531700,Trinity Health Livonia Hospital/Wayne State University Program,Trinity Health Livonia Hospital,MI,Family Medicine,DEEP,VERIFIED_RESEARCH,10,research.caribbean_accessibility|research.do_accessibility|research.img_accessibility|research.leadership|research.resident_roster|research.visa,,8,0,4,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|fellowships_outcomes|why_this_program,boardPerformance|fellowshipOutcomes,4,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,41
rise_ps_ddc80dfa-4926-5f34-8761-47276a74fcd1,rise_prg_cef88a3a-bd02-52d1-b9e3-5f2aced269e1,1202500740,Trinity Health Muskegon Program,Trinity Health Muskegon,MI,Family Medicine,DEEP,VERIFIED_RESEARCH,11,research.caribbean_accessibility|research.do_accessibility|research.fellowship_inventory|research.img_accessibility|research.leadership|research.resident_roster|research.visa,,10,0,2,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline|fellowships_outcomes,attempts|usce|why_this_program,boardPerformance,3,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,38
rise_ps_35aac778-c9fd-56a0-8f2f-794bf0577906,rise_prg_478cc47f-fee9-54fd-83a4-511dcdcd7f2e,1205400722,Trios Health Program,Trios Health,WA,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_4162ba45-1104-5fba-80f3-9acf93f47539,rise_prg_fce24a78-c2e5-5df6-acf3-ea942a7a6260,1201421502,Tripler Army Medical Center Program,Tripler Army Medical Center,HI,Family Medicine,BASIC,NOT_YET_RESEARCHED,4,,,0,0,0,0,step2,comlex|attempts|yog|usce|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,12,NO,FULL,Missing applicant gates: comlex|attempts|yog|usce|visa|deadline,UNKNOWN,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,98
rise_ps_bcbc2cb1-6ed8-5ad9-a0ea-8d762900d97d,rise_prg_6a1766a9-8504-53ec-a078-6987f20909aa,1202431687,Tufts University at Cambridge Health Alliance Program,Cambridge Health Alliance,MA,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,yog|visa|resident_composition|deadline,step2|comlex|attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,9,NO,DELTA_MEDIUM,Missing applicant gates: step2|comlex|attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,79
rise_ps_212d3bfc-ffbf-59f5-a06f-a81d4a2c54f3,rise_prg_660b70d5-983c-5964-861b-41f836e22512,1202521370,U P Health System-Marquette Program,U P Health System-Marquette,MI,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_678f7777-c2d0-536f-ab1c-5572a0e268bf,rise_prg_912fcef2-61df-5691-a21d-de76747252f1,1200400004,UAMS Regional Centers Program,University of Arkansas for Medical Sciences Regional Centers,AR,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_97320bb4-8954-57aa-8b83-456f8bc3d169,rise_prg_3501186c-8669-5856-a5c4-60d024b6d13b,1200511049,UCLA David Geffen School of Medicine/UCLA Medical Center Program,UCLA David Geffen School of Medicine/UCLA Medical Center,CA,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,yog|visa|resident_composition|deadline,step2|comlex|attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,9,NO,DELTA_MEDIUM,Missing applicant gates: step2|comlex|attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,79
rise_ps_09a2e32c-0e16-5f6d-a8b4-5887b6a10944,rise_prg_85844df8-1540-5715-9137-004585d3e13b,1202431159,UMass Chan Medical School (Fitchburg) Program,UMass Chan Medical School,MA,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_39a196b1-9be5-533c-b716-214f4cc924fe,rise_prg_812096a7-93d9-5773-ae9b-8fb9d944c739,1202421160,UMass Chan Medical School Program,UMass Chan Medical School,MA,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_45cb3c02-09ab-5a5b-97eb-13fd0a123d32,rise_prg_b96fd70f-e63f-5b9b-9caa-759f96b0997f,1201711131,Union Hospital Program,Union Hospital Inc,IN,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_c50347e9-3a87-5e9e-b666-206650dd926b,rise_prg_ece4d1a5-e5c8-578c-a8c9-9b28885f4216,1203500007,United Health Services Chenango Memorial Hospital Program,179 N Broad St,NY,Family Medicine,DEEP,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|deadline,attempts|usce|resident_composition|fellowships_outcomes|why_this_program,boardPerformance|fellowshipOutcomes|residentComposition,5,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,44
rise_ps_73b93355-81ac-5650-a8c7-f74a56ed1e58,rise_prg_128303f6-6df8-50af-b7a2-a925388ab46c,1203511203,United Health Services Hospitals Program,United Health Services Hospitals,NY,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.caribbean_accessibility|research.do_accessibility|research.fellowship_inventory|research.img_accessibility|research.visa,leadership|residentRoster,6,4,2,0,step2|comlex|yog|visa|resident_composition|deadline|fellowships_outcomes,attempts|usce|leadership|resident_roster|resident_medical_school|why_this_program,residentRoster|leadership|boardPerformance,6,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,51
rise_ps_4418ec08-b95b-53d3-9981-68e34d80ff3b,rise_prg_bfda7c93-f04f-567a-a57a-4b07376bf810,1205522334,United Hospital Center Program,United Hospital Center,WV,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_c6ea8d36-0696-5a9a-a73c-682f589f471f,rise_prg_bad805d5-234a-53c5-b999-475df180f8d2,1200400726,Unity Health-White County Medical Center Program,Unity Health-White County Medical Center,AR,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_ffd11a4b-9056-5e18-a870-4b012454d05b,rise_prg_7f48e9d7-84ed-5033-bb3b-660e6c45e25a,1203521489,University at Buffalo Program,University at Buffalo School of Medicine,NY,Family Medicine,DEEP,VERIFIED_RESEARCH,10,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|fellowships_outcomes|why_this_program,boardPerformance|fellowshipOutcomes,4,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,41
rise_ps_db62aa10-aed5-5fb3-b349-2150805f2481,rise_prg_60087090-afe6-59f4-88d4-66c153ceeda4,1203521516,University at Buffalo Rural Program,University at Buffalo School of Medicine,NY,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_7fdff557-eb1f-5bf3-b24d-c6d25c52e057,rise_prg_1a8f9c7c-9981-5216-aa0f-d56608a279ac,1203500733,University at Buffalo/Sisters of Charity Hospital Program,University at Buffalo School of Medicine,NY,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_b56fbeff-6aea-5020-accd-142356d7bf98,rise_prg_c798efa8-32c2-594b-a7a6-b018803e4c7e,1203800706,University Hospitals Community Consortium (Regionals) Program,University Hospitals Community Consortium,OH,Family Medicine,DEEP,VERIFIED_RESEARCH,10,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|visa|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|fellowships_outcomes|why_this_program,boardPerformance|fellowshipOutcomes,4,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,41
rise_ps_fc679e0b-bff3-50db-8855-91e3f49007af,rise_prg_a534a28e-15e3-5fb4-800a-05d894e9794b,1203800703,University Hospitals Community Consortium (Westlake) Program,University Hospitals Community Consortium,OH,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|resident_composition|deadline,attempts|usce|visa|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,FULL,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,67
rise_ps_9386d255-4d7e-5bf7-98db-d03ac39e8084,rise_prg_68e7b031-d4bb-5553-8295-a79cec143111,1200111023,University of Alabama Medical Center (Huntsville) Program,University of Alabama Hospital,AL,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_73fcefcb-5355-5c2c-9edf-f4ad120a4a21,rise_prg_c3520fa9-3642-5026-adb7-d03e4fd62ee1,1200121026,University of Alabama Medical Center (Selma Dallas County) Program,University of Alabama Hospital,AL,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition,attempts|usce|leadership|resident_roster|resident_medical_school|deadline|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,8,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|deadline,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,67
rise_ps_8930baea-1741-5567-b3e4-1667ab4af9a2,rise_prg_b5fed86b-f1a8-5c43-b3bb-538ddf1e50e5,1200121027,University of Alabama-Tuscaloosa Program,University of Alabama-Tuscaloosa,AL,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,"""""",,0,0,0,1,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,YES,NO_PAID_WORK,Missing applicant gates: attempts|usce,IMG|DO|VISA,NONE,NONE,,,,55
rise_ps_06b4d94a-bace-5a97-afb0-52dc69cd86db,rise_prg_7e3b401e-756e-5916-ab1f-2098855c6c2f,1200300005,University of Arizona College of Medicine - Phoenix/Banner Desert Program,University of Arizona College of Medicine-Phoenix,AZ,Family Medicine,BASIC,NOT_YET_RESEARCHED,7,,,0,0,0,0,step2|comlex|yog|visa|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|resident_composition|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes|residentComposition,8,NO,FULL,Missing applicant gates: attempts|usce,VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.3394,0.3412,0.3429,58
rise_ps_a33af8d7-3c23-51a6-926c-34c092460a5a,rise_prg_81382f77-e454-5bde-aad6-edcd5973ac00,1200300003,University of Arizona College of Medicine - Phoenix/Payson Program,University of Arizona College of Medicine-Phoenix,AZ,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership|research.resident_roster,,2,0,0,0,step2|comlex|yog|leadership|resident_roster|resident_medical_school|resident_composition|deadline,attempts|usce|visa|fellowships_outcomes|why_this_program,visaPublication|boardPerformance|fellowshipOutcomes,5,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,53
rise_ps_f9f446c8-b398-581f-91e3-42077e3381b0,rise_prg_dd31e5b0-b77a-57f0-85ce-827ef3579f14,1200312028,University of Arizona College of Medicine-Phoenix Program,University of Arizona College of Medicine-Phoenix,AZ,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_aa3e7518-75a9-5afc-9144-53dc408bb73c,rise_prg_03ef03a0-6f83-5de9-a5cf-fef18f8de6a8,1200312032,University of Arizona College of Medicine-Tucson Program,University of Arizona College of Medicine-Tucson,AZ,Family Medicine,ENRICHED,VERIFIED_RESEARCH,9,research.leadership,,1,0,0,0,step2|comlex|yog|visa|leadership|resident_composition|deadline,attempts|usce|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|boardPerformance|fellowshipOutcomes,6,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,47
rise_ps_b9bd647a-fc98-5d3b-a1c0-b359d2e0004d,rise_prg_557b6bfc-341d-504c-85d8-6f45918e5694,1200421035,University of Arkansas for Medical Sciences (UAMS) College of Medicine Program,University of Arkansas for Medical Sciences (UAMS) College of Medicine,AR,Family Medicine,BASIC,NOT_YET_RESEARCHED,8,,,0,0,0,0,step2|comlex|yog|visa|resident_composition|deadline,attempts|usce|leadership|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,residentRoster|leadership|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce,IMG|DO|VISA,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,55
rise_ps_c499feef-d810-5285-b7fb-369f5a4cffee,rise_prg_f201af53-8a8f-5169-9a0d-0f9202d06b31,1200400727,University of Arkansas for Medical Sciences Regional Centers (North Central) Program,University of Arkansas for Medical Sciences Regional Centers,AR,Family Medicine,ENRICHED,VERIFIED_RESEARCH,8,research.leadership,,1,0,0,1,step2|comlex|yog|leadership|resident_composition|deadline,attempts|usce|visa|resident_roster|resident_medical_school|fellowships_outcomes|why_this_program,visaPublication|residentRoster|boardPerformance|fellowshipOutcomes,7,NO,DELTA_MEDIUM,Missing applicant gates: attempts|usce|visa,IMG|DO,OPENAI_TERRA,CODEX_DETERMINISTIC_REVIEW_PROMOTION,0.2382,0.2382,0.3,59
